Date,Sum,New,DON,COVID_WER,SitRep,W_Sit
1/1/20,0,0,NO,NO,NO,NO
1/2/20,0,0,NO,NO,NO,NO
1/3/20,0,0,NO,NO,NO,NO
1/4/20,0,0,NO,NO,NO,NO
1/5/20,0,0,COVID,NO,NO,NO
1/6/20,0,0,NO,NO,NO,NO
1/7/20,0,0,NO,NO,NO,NO
1/8/20,0,0,NO,NO,NO,NO
1/9/20,0,0,NO,NO,NO,NO
1/10/20,0,0,NO,NO,NO,NO
1/11/20,0,0,NO,NO,NO,NO
1/12/20,0,0,COVID,NO,NO,NO
1/13/20,0,0,NO,NO,NO,NO
1/14/20,0,0,COVID,NO,NO,NO
1/15/20,0,0,NO,NO,NO,NO
1/16/20,0,0,OTHER,NO,NO,NO
1/17/20,0,0,COVID,NO,NO,NO
1/18/20,0,0,NO,NO,NO,NO
1/19/20,0,0,NO,NO,NO,NO
1/20/20,0,0,NO,NO,NO,NO
1/21/20,0,0,COVID,NO,Daily,NO
1/22/20,557,557,NO,NO,Daily,NO
1/23/20,657,100,OTHER,NO,Daily,NO
1/24/20,944,287,NO,NO,Daily,NO
1/25/20,1437,493,NO,NO,Daily,NO
1/26/20,2120,683,NO,NO,Daily,NO
1/27/20,2929,809,NO,NO,Daily,NO
1/28/20,5580,2651,NO,NO,Daily,NO
1/29/20,6169,589,NO,NO,Daily,NO
1/30/20,8237,2068,OTHER,NO,Daily,NO
1/31/20,9927,1690,OTHER,NO,Daily,NO
2/1/20,12038,2111,NO,NO,Daily,NO
2/2/20,16787,4749,NO,NO,Daily,NO
2/3/20,19887,3100,NO,NO,Daily,NO
2/4/20,23899,4012,NO,NO,Daily,NO
2/5/20,27644,3745,NO,NO,Daily,NO
2/6/20,30806,3162,OTHER,NO,Daily,NO
2/7/20,34400,3594,NO,NO,Daily,NO
2/8/20,37131,2731,NO,NO,Daily,NO
2/9/20,40162,3031,NO,NO,Daily,NO
2/10/20,42771,2609,NO,NO,Daily,NO
2/11/20,44814,2043,NO,NO,Daily,NO
2/12/20,45232,418,NO,NO,Daily,NO
2/13/20,60384,15152,OTHER,NO,Daily,NO
2/14/20,66912,6528,NO,NO,Daily,NO
2/15/20,69055,2143,NO,NO,Daily,NO
2/16/20,71238,2183,NO,NO,Daily,NO
2/17/20,73273,2035,NO,NO,Daily,NO
2/18/20,75155,1882,NO,NO,Daily,NO
2/19/20,75655,500,NO,NO,Daily,NO
2/20/20,76216,561,OTHER,NO,Daily,NO
2/21/20,76846,630,OTHER,YES,Daily,NO
2/22/20,78608,1762,OTHER,NO,Daily,NO
2/23/20,78990,382,NO,NO,Daily,NO
2/24/20,79558,568,OTHER,NO,Daily,NO
2/25/20,80412,854,NO,NO,Daily,NO
2/26/20,81384,972,NO,NO,Daily,NO
2/27/20,82728,1344,OTHER,NO,Daily,NO
2/28/20,84152,1424,NO,YES,Daily,NO
2/29/20,86023,1871,NO,NO,Daily,NO
3/1/20,88402,2379,NO,NO,Daily,NO
3/2/20,90382,1980,NO,NO,Daily,NO
3/3/20,92994,2612,NO,NO,Daily,NO
3/4/20,95338,2344,OTHER,NO,Daily,NO
3/5/20,98078,2740,OTHER,NO,Daily,NO
3/6/20,102062,3984,NO,YES,Daily,NO
3/7/20,106199,4137,NO,NO,Daily,NO
3/8/20,109997,3798,NO,NO,Daily,NO
3/9/20,114292,4295,NO,NO,Daily,NO
3/10/20,119051,4759,OTHER,NO,Daily,NO
3/11/20,126527,7476,NO,NO,Daily,NO
3/12/20,133283,6756,OTHER,NO,Daily,NO
3/13/20,146477,13194,NO,YES,Daily,NO
3/14/20,157365,10888,NO,NO,Daily,NO
3/15/20,168598,11233,NO,NO,Daily,NO
3/16/20,183165,14567,NO,NO,Daily,NO
3/17/20,198339,15174,NO,NO,Daily,NO
3/18/20,215900,17561,NO,NO,Daily,NO
3/19/20,242987,27087,OTHER,NO,Daily,NO
3/20/20,272517,29530,NO,YES,Daily,NO
3/21/20,304944,32427,NO,NO,Daily,NO
3/22/20,339156,34212,NO,NO,Daily,NO
3/23/20,381711,42555,NO,NO,Daily,NO
3/24/20,423594,41883,NO,NO,Daily,NO
3/25/20,475075,51481,NO,NO,Daily,NO
3/26/20,535889,60814,OTHER,NO,Daily,NO
3/27/20,599820,63931,NO,YES,Daily,NO
3/28/20,669402,69582,NO,NO,Daily,NO
3/29/20,725918,56516,NO,NO,Daily,NO
3/30/20,790929,65011,NO,NO,Daily,NO
3/31/20,869371,78442,NO,NO,Daily,NO
4/1/20,955728,86357,NO,NO,Daily,NO
4/2/20,1038176,82448,OTHER,NO,Daily,NO
4/3/20,1122386,84210,NO,YES,Daily,NO
4/4/20,1182507,60121,NO,NO,Daily,NO
4/5/20,1254222,71715,NO,NO,Daily,NO
4/6/20,1328948,74726,NO,NO,Daily,NO
4/7/20,1397886,68938,NO,NO,Daily,NO
4/8/20,1480062,82176,OTHER,NO,Daily,NO
4/9/20,1567243,87181,OTHER,NO,Daily,NO
4/10/20,1653665,86422,NO,YES,Daily,NO
4/11/20,1729180,75515,NO,NO,Daily,NO
4/12/20,1847761,118581,NO,NO,Daily,NO
4/13/20,1919593,71832,NO,NO,Daily,NO
4/14/20,2004226,84633,NO,NO,Daily,NO
4/15/20,2082482,78256,NO,NO,Daily,NO
4/16/20,2176950,94468,OTHER,NO,Daily,NO
4/17/20,2264830,87880,NO,YES,Daily,NO
4/18/20,2343082,78252,OTHER,NO,Daily,NO
4/19/20,2419404,76322,NO,NO,Daily,NO
4/20/20,2495886,76482,NO,NO,Daily,NO
4/21/20,2571973,76087,NO,NO,Daily,NO
4/22/20,2654011,82038,OTHER,NO,Daily,NO
4/23/20,2736728,82717,OTHER,NO,Daily,NO
4/24/20,2820291,83563,NO,YES,Daily,NO
4/25/20,2903496,83205,NO,NO,Daily,NO
4/26/20,2974291,70795,NO,NO,Daily,NO
4/27/20,3045275,70984,NO,NO,Daily,NO
4/28/20,3121107,75832,NO,NO,Daily,NO
4/29/20,3198435,77328,NO,NO,Daily,NO
4/30/20,3282087,83652,OTHER,NO,Daily,NO
5/1/20,3371033,88946,NO,YES,Daily,NO
5/2/20,3449295,78262,NO,NO,Daily,NO
5/3/20,3523292,73997,NO,NO,Daily,NO
5/4/20,3600929,77637,NO,NO,Daily,NO
5/5/20,3680614,79685,OTHER,NO,Daily,NO
5/6/20,3771036,90422,OTHER,NO,Daily,NO
5/7/20,3860174,89138,OTHER,NO,Daily,NO
5/8/20,3950657,90483,NO,YES,Daily,NO
5/9/20,4035000,84343,NO,NO,Daily,NO
5/10/20,4110223,75223,NO,NO,Daily,NO
5/11/20,4186364,76141,NO,NO,Daily,NO
5/12/20,4271644,85280,NO,NO,Daily,NO
5/13/20,4355992,84348,NO,NO,Daily,NO
5/14/20,4451634,95642,OTHER,NO,Daily,NO
5/15/20,4547536,95902,NO,YES,Daily,NO
5/16/20,4641426,93890,NO,NO,Daily,NO
5/17/20,4719789,78363,NO,NO,Daily,NO
5/18/20,4808921,89132,NO,NO,Daily,NO
5/19/20,4904739,95818,NO,NO,Daily,NO
5/20/20,5010162,105423,NO,NO,Daily,NO
5/21/20,5116135,105973,OTHER,NO,Daily,NO
5/22/20,5223477,107342,NO,YES,Daily,NO
5/23/20,5327627,104150,NO,NO,Daily,NO
5/24/20,5420843,93216,NO,NO,Daily,NO
5/25/20,5509066,88223,OTHER,NO,Daily,NO
5/26/20,5601428,92362,NO,NO,Daily,NO
5/27/20,5703984,102556,NO,NO,Daily,NO
5/28/20,5823977,119993,OTHER,NO,Daily,NO
5/29/20,5945413,121436,NO,YES,Daily,NO
5/30/20,6080456,135043,NO,NO,Daily,NO
5/31/20,6183316,102860,NO,NO,Daily,NO
6/1/20,6283580,100264,NO,NO,Daily,NO
6/2/20,6406221,122641,NO,NO,Daily,NO
6/3/20,6517437,111216,OTHER,NO,Daily,NO
6/4/20,6655667,138230,OTHER,NO,Daily,NO
6/5/20,6789073,133406,OTHER,YES,Daily,NO
6/6/20,6918403,129330,NO,NO,Daily,NO
6/7/20,7029415,111012,NO,NO,Daily,NO
6/8/20,7132463,103048,NO,NO,Daily,NO
6/9/20,7258445,125982,NO,NO,Daily,NO
6/10/20,7395607,137162,NO,NO,Daily,NO
6/11/20,7531793,136186,OTHER,NO,Daily,NO
6/12/20,7659267,127474,NO,YES,Daily,NO
6/13/20,7793175,133908,NO,NO,Daily,NO
6/14/20,7925122,131947,NO,NO,Daily,NO
6/15/20,8050034,124912,NO,NO,Daily,NO
6/16/20,8193933,143899,NO,NO,Daily,NO
6/17/20,8337135,143202,OTHER,NO,Daily,NO
6/18/20,8480229,143094,OTHER,NO,Daily,NO
6/19/20,8661225,180996,NO,YES,Daily,NO
6/20/20,8847108,185883,NO,NO,Daily,NO
6/21/20,8940170,93062,NO,NO,Daily,NO
6/22/20,9082502,142332,NO,NO,Daily,NO
6/23/20,9250625,168123,NO,NO,Daily,NO
6/24/20,9422061,171436,NO,NO,Daily,NO
6/25/20,9601576,179515,NO,NO,Daily,NO
6/26/20,9794066,192490,OTHER,YES,Daily,NO
6/27/20,9970478,176412,NO,NO,Daily,NO
6/28/20,10138935,168457,NO,NO,Daily,NO
6/29/20,10291617,152682,NO,NO,Daily,NO
6/30/20,10475388,183771,NO,NO,Daily,NO
7/1/20,10690516,215128,NO,NO,Daily,NO
7/2/20,10895486,204970,OTHER,NO,Daily,NO
7/3/20,11098124,202638,NO,YES,Daily,NO
7/4/20,11287838,189714,NO,NO,Daily,NO
7/5/20,11474058,186220,NO,NO,Daily,NO
7/6/20,11642331,168273,NO,NO,Daily,NO
7/7/20,11851900,209569,NO,NO,Daily,NO
7/8/20,12067186,215286,NO,NO,Daily,NO
7/9/20,12291782,224596,OTHER,NO,Daily,NO
7/10/20,12524663,232881,NO,YES,Daily,NO
7/11/20,12737483,212820,NO,NO,Daily,NO
7/12/20,12930415,192932,NO,NO,Daily,NO
7/13/20,13124893,194478,NO,NO,Daily,NO
7/14/20,13345920,221027,NO,NO,Daily,NO
7/15/20,13575706,229786,NO,NO,Daily,NO
7/16/20,13820618,244912,NO,NO,Daily,NO
7/17/20,14058038,237420,NO,YES,Daily,NO
7/18/20,14293379,235341,NO,NO,Daily,NO
7/19/20,14505270,211891,NO,NO,Daily,NO
7/20/20,14713414,208144,NO,NO,Daily,NO
7/21/20,14956435,243021,NO,NO,Daily,NO
7/22/20,15231791,275356,NO,NO,Daily,NO
7/23/20,15511422,279631,OTHER,NO,Daily,NO
7/24/20,15794928,283506,NO,YES,Daily,NO
7/25/20,16044485,249557,NO,NO,Daily,NO
7/26/20,16256294,211809,NO,NO,Daily,NO
7/27/20,16490680,234386,NO,NO,Daily,NO
7/28/20,16754567,263887,NO,NO,Daily,NO
7/29/20,17024801,270234,NO,NO,Daily,NO
7/30/20,17306582,281781,NO,NO,Daily,NO
7/31/20,17594044,287462,NO,YES,Daily,NO
8/1/20,17840315,246271,OTHER,NO,Daily,NO
8/2/20,18070926,230611,NO,NO,Daily,NO
8/3/20,18276983,206057,NO,NO,Daily,NO
8/4/20,18542287,265304,NO,NO,Daily,NO
8/5/20,18817443,275156,NO,NO,Daily,NO
8/6/20,19104145,286702,NO,NO,Daily,NO
8/7/20,19386579,282434,NO,YES,Daily,NO
8/8/20,19651806,265227,NO,NO,Daily,NO
8/9/20,19884801,232995,NO,NO,Daily,NO
8/10/20,20118013,233212,NO,NO,Daily,NO
8/11/20,20383576,265563,NO,NO,Daily,NO
8/12/20,20658646,275070,NO,NO,Daily,NO
8/13/20,20948740,290094,NO,NO,Daily,NO
8/14/20,21255813,307073,NO,YES,Daily,NO
8/15/20,21504839,249026,NO,NO,Daily,NO
8/16/20,21714880,210041,NO,NO,Daily,NO
8/17/20,21927762,212882,NO,NO,Weekly,YES
8/18/20,22187166,259404,NO,NO,NO,NO
8/19/20,22464640,277474,NO,NO,NO,NO
8/20/20,22736119,271479,NO,NO,NO,NO
8/21/20,22998072,261953,NO,YES,NO,NO
8/22/20,23261601,263529,NO,NO,NO,NO
8/23/20,23464360,202759,NO,NO,NO,NO
8/24/20,23692460,228100,NO,NO,Weekly,YES
8/25/20,23937668,245208,NO,NO,NO,NO
8/26/20,24219359,281691,NO,NO,NO,NO
8/27/20,24506622,287263,NO,NO,NO,NO
8/28/20,24790561,283939,NO,YES,NO,NO
8/29/20,25051295,260734,NO,NO,NO,NO
8/30/20,25271033,219738,NO,NO,NO,NO
8/31/20,25535340,264307,NO,NO,Weekly,YES
9/1/20,25802224,266884,OTHER,NO,NO,NO
9/2/20,26084114,281890,NO,NO,NO,NO
9/3/20,26369544,285430,OTHER,NO,NO,NO
9/4/20,26671276,301732,NO,YES,NO,NO
9/5/20,26944997,273721,NO,NO,NO,NO
9/6/20,27173995,228998,NO,NO,NO,NO
9/7/20,27391278,217283,NO,NO,Weekly,YES
9/8/20,27637790,246512,NO,NO,NO,NO
9/9/20,27923100,285310,NO,NO,NO,NO
9/10/20,28227493,304393,NO,NO,NO,NO
9/11/20,28543855,316362,NO,YES,NO,NO
9/12/20,28832580,288725,NO,NO,NO,NO
9/13/20,29081415,248835,NO,NO,NO,NO
9/14/20,29348555,267140,NO,NO,Weekly,YES
9/15/20,29629107,280552,NO,NO,NO,NO
9/16/20,29934059,304952,NO,NO,NO,NO
9/17/20,30249632,315573,NO,NO,NO,NO
9/18/20,30576278,326646,NO,YES,NO,NO
9/19/20,30869397,293119,NO,NO,NO,NO
9/20/20,31124526,255129,NO,NO,NO,NO
9/21/20,31384435,259909,NO,NO,Weekly,YES
9/22/20,31668754,284319,NO,NO,NO,NO
9/23/20,31980407,311653,NO,NO,NO,NO
9/24/20,32301360,320953,OTHER,NO,NO,NO
9/25/20,32631974,330614,NO,YES,NO,NO
9/26/20,32918085,286111,NO,NO,NO,NO
9/27/20,33165079,246994,NO,NO,NO,NO
9/28/20,33426328,261249,NO,NO,Weekly,YES
9/29/20,33709128,282800,NO,NO,NO,NO
9/30/20,34033675,324547,NO,NO,NO,NO
10/1/20,34352787,319112,OTHER,NO,NO,NO
10/2/20,34682292,329505,NO,NO,NO,NO
10/3/20,34979647,297355,NO,NO,NO,NO
10/4/20,35240179,260532,NO,NO,NO,NO
10/5/20,35551524,311345,NO,NO,Weekly,YES
10/6/20,35867647,316123,NO,NO,NO,NO
10/7/20,36216841,349194,NO,NO,NO,NO
10/8/20,36576162,359321,NO,NO,NO,NO
10/9/20,36936565,360403,NO,NO,NO,NO
10/10/20,37292089,355524,NO,NO,NO,NO
10/11/20,37581583,289494,NO,NO,NO,NO
10/12/20,37871608,290025,NO,NO,Weekly,YES
10/13/20,38190980,319372,NO,NO,NO,NO
10/14/20,38571764,380784,NO,NO,NO,NO
10/15/20,38978760,406996,NO,NO,NO,NO
10/16/20,39389280,410520,NO,NO,NO,NO
10/17/20,39761413,372133,NO,NO,NO,NO
10/18/20,40092656,331243,NO,NO,NO,NO
10/19/20,40467606,374950,NO,NO,Weekly,YES
10/20/20,40856480,388874,NO,NO,NO,NO
10/21/20,41296091,439611,NO,NO,NO,NO
10/22/20,41778168,482077,NO,NO,NO,NO
10/23/20,42272069,493901,NO,NO,NO,NO
10/24/20,42728414,456345,OTHER,NO,NO,NO
10/25/20,43087247,358833,NO,NO,NO,NO
10/26/20,43570291,483044,NO,NO,Weekly,YES
10/27/20,44038754,468463,NO,NO,NO,NO
10/28/20,44560523,521769,NO,NO,NO,NO
10/29/20,45111898,551375,NO,NO,NO,NO
10/30/20,45683640,571742,NO,NO,NO,NO
10/31/20,46155745,472105,NO,NO,NO,NO
11/1/20,46594934,439189,NO,NO,NO,NO
11/2/20,47143303,548369,NO,NO,Weekly,YES
11/3/20,47708817,565514,NO,NO,NO,NO
11/4/20,48200961,492144,NO,NO,NO,NO
11/5/20,48820295,619334,NO,NO,NO,NO
11/6/20,49443478,623183,COVID,NO,NO,NO
11/7/20,50042669,599191,NO,NO,NO,NO
11/8/20,50533518,490849,NO,NO,NO,NO
11/9/20,51043324,509806,NO,NO,Weekly,YES
11/10/20,51614069,570745,NO,NO,NO,NO
11/11/20,52238734,624665,NO,NO,NO,NO
11/12/20,52878929,640195,NO,NO,NO,NO
11/13/20,53539863,660934,OTHER,NO,NO,NO
11/14/20,54126889,587026,NO,NO,NO,NO
11/15/20,54617117,490228,NO,NO,NO,NO
11/16/20,55142751,525634,NO,NO,Weekly,YES
11/17/20,55745063,602312,NO,NO,NO,NO
11/18/20,56367328,622265,OTHER,NO,NO,NO
11/19/20,57021314,653986,NO,NO,NO,NO
11/20/20,57695345,674031,NO,NO,NO,NO
11/21/20,58287916,592571,NO,NO,NO,NO
11/22/20,58785996,498080,NO,NO,NO,NO
11/23/20,59320006,534010,NO,NO,Weekly,YES
11/24/20,59910792,590786,OTHER,NO,NO,NO
11/25/20,60527871,617079,NO,NO,NO,NO
11/26/20,61117132,589261,NO,NO,NO,NO
11/27/20,61812474,695342,OTHER,NO,NO,NO
11/28/20,62420041,607567,NO,NO,NO,NO
11/29/20,62915662,495621,NO,NO,NO,NO
11/30/20,63422239,506577,NO,NO,Weekly,YES
12/1/20,64037142,614903,NO,NO,NO,NO
12/2/20,64677389,640247,NO,NO,NO,NO
12/3/20,65367986,690597,COVID,NO,NO,NO
12/4/20,66064345,696359,NO,NO,NO,NO
12/5/20,66706697,642352,NO,NO,NO,NO
12/6/20,67250638,543941,NO,NO,NO,NO
12/7/20,67785484,534846,NO,NO,Weekly,YES
12/8/20,68416150,630666,NO,NO,NO,NO
12/9/20,69081500,665350,NO,NO,NO,NO
12/10/20,70576907,1495407,NO,NO,NO,NO
12/11/20,71282658,705751,NO,NO,NO,NO
12/12/20,71931348,648690,NO,NO,NO,NO
12/13/20,72470142,538794,NO,NO,NO,NO
12/14/20,73021298,551156,NO,NO,Weekly,YES
12/15/20,73669919,648621,NO,NO,NO,NO
12/16/20,74387461,717542,NO,NO,NO,NO
12/17/20,75126063,738602,NO,NO,NO,NO
12/18/20,75847501,721438,NO,NO,NO,NO
12/19/20,76483006,635505,NO,NO,NO,NO
12/20/20,77030307,547301,NO,NO,NO,NO
12/21/20,77576529,546222,COVID,NO,Weekly,YES
12/22/20,78227986,651457,NO,NO,NO,NO
12/23/20,78910081,682095,OTHER,NO,NO,NO
12/24/20,79603472,693391,NO,NO,NO,NO
12/25/20,80096696,493224,NO,NO,NO,NO
12/26/20,80629340,532644,NO,NO,NO,NO
12/27/20,81042534,413194,NO,NO,NO,NO
12/28/20,81541719,499185,NO,NO,Weekly,YES
12/29/20,82213594,671875,OTHER,NO,NO,NO
12/30/20,82938894,725300,NO,NO,NO,NO
12/31/20,83778622,839728,COVID,NO,NO,NO
1/1/21,84342314,563692,NO,NO,NO,NO
1/2/21,84946690,604376,NO,NO,NO,NO
1/3/21,85467020,520330,NO,NO,NO,NO
1/4/21,86024461,557441,OTHER,NO,Weekly,YES
1/5/21,86765351,740890,NO,NO,NO,NO
1/6/21,87556264,790913,NO,NO,NO,NO
1/7/21,88426222,869958,NO,NO,NO,NO
1/8/21,89261637,835415,NO,NO,NO,NO
1/9/21,90017904,756267,NO,NO,NO,NO
1/10/21,90619443,601539,NO,NO,NO,NO
1/11/21,91233917,614474,NO,NO,Weekly,YES
1/12/21,91926453,692536,NO,NO,NO,NO
1/13/21,92669726,743273,NO,NO,NO,NO
1/14/21,93428784,759058,NO,NO,NO,NO
1/15/21,94212637,783853,NO,NO,NO,NO
1/16/21,94869509,656872,NO,NO,NO,NO
1/17/21,95397119,527610,NO,NO,NO,NO
1/18/21,95914366,517247,NO,NO,Weekly,YES
1/19/21,96507148,592782,NO,NO,NO,NO
1/20/21,97194354,687206,NO,NO,NO,NO
1/21/21,97863110,668756,NO,NO,NO,NO
1/22/21,98526596,663486,NO,NO,NO,NO
1/23/21,99103312,576716,NO,NO,NO,NO
1/24/21,99565294,461982,NO,NO,NO,NO
1/25/21,100046846,481552,NO,NO,Weekly,YES
1/26/21,100608158,561312,NO,NO,NO,NO
1/27/21,101209122,600964,NO,NO,NO,NO
1/28/21,101824237,615115,NO,NO,NO,NO
1/29/21,102413219,588982,NO,NO,NO,NO
1/30/21,102928083,514864,NO,NO,NO,NO
1/31/21,103324692,396609,NO,NO,NO,NO
2/1/21,103767694,443002,OTHER,NO,Weekly,YES
